parent_id	lab_id	principal_investigator	pi_email	operator	operator_email	protocols_io_doi	assay_type	analyte_class	is_targeted	acquisition_instrument_vendor	acquisition_instrument_model	source_storage_duration_value	source_storage_duration_unit	time_since_acquisition_instrument_calibration_value	time_since_acquisition_instrument_calibration_unit	contributors_path	data_path	is_image_preprocessing_required	stain_name	stain_technique	is_batch_staining_done	is_staining_automated	preparation_instrument_vendor	preparation_instrument_model	slide_id	tile_configuration	scan_direction	tiled_image_columns	tiled_image_count	intended_tile_overlap_percentage	metadata_schema_id
																															2263a3e3-819b-4639-a3db-3dbc0e46cda1
