sample_id	source_storage_duration_value	source_storage_duration_unit	preparation_medium	preparation_condition	processing_time_value	processing_time_unit	storage_medium	storage_method	quality_criteria	suspension_entity_type	suspension_entity_count	is_suspension_enriched	suspension_enriched_target	notes	metadata_schema_id
															507d47ea-d71d-41ea-b0f3-86b569d4934c
